literal	file	line	platform	ownership	new_value	compatibility	owner_phase
~/.config/llama-monitor/bin/llama-server	docs/reference/setup-wizard.md	905	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/reference/spawn-wizard.md	28	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	3	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	13	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	25	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/tls-config.json	docs/reference/tls-architecture.md	31	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	100	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/.	docs/reference/tls-architecture.md	113	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	119	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	135	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	143	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/acme-data	docs/reference/tls-architecture.md	165	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	172	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	174	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	222	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	226	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	228	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	232	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	234	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	237	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/tls-architecture.md	242	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/ui-design-patterns.md	1	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	docs/reference/ui-design-patterns.md	873	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/model-cache/<sha256>.json	docs/reference/vram-estimator.md	861	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-sensor-bridge-implementation.md	25	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-sensor-bridge-implementation.md	100	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-sensor-bridge-implementation.md	197	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	3	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	9	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	13	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	33	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	docs/reference/windows-support.md	67	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	68	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	69	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	docs/reference/windows-support.md	77	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	docs/reference/windows-support.md	134	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/build-mtp-head.py	35	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/build-mtp-head.py	56	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/generate-brand-derivatives.mjs	53	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/generate-brand-derivatives.mjs	76	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/generate-brand-derivatives.mjs	124	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/generate-brand-derivatives.mjs	126	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/generate-brand-derivatives.mjs	170	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/llama-cpp-benchmark-suite.mjs	8	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/model-runtime-benchmark.mjs	724	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	scripts/rapid-mlx-benchmark-suite.mjs	917	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	scripts/rapid-mlx-benchmark-suite.mjs	948	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-benchmark-suite.mjs	1925	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-benchmark-suite.mjs	1926	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-benchmark-suite.mjs	1927	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
HOME	scripts/rapid-mlx-benchmark-suite.mjs	1930	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/rapid-mlx-requalify-spec-decode.mjs	38	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/rapid-mlx-requalify-spec-decode.mjs	58	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-requalify-spec-decode.mjs	86	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/rapid-mlx-requalify-spec-decode.mjs	88	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/rapid-mlx-requalify-spec-decode.mjs	89	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-requalify-spec-decode.mjs	153	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-requalify-spec-decode.mjs	154	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-requalify-spec-decode.mjs	155	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
Home	scripts/rapid-mlx-requalify-spec-decode.mjs	161	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/rapid-mlx-requalify-spec-decode.mjs	364	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/rapid-mlx-requalify-spec-decode.mjs	371	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/rapid-mlx-requalify-spec-decode.mjs	387	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/rapid-mlx-requalify-spec-decode.mjs	625	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/restart-runners.sh	2	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/restart-runners.sh	10	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/restart-runners.sh	23	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/runner-logs.sh	2	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/runner-logs.sh	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/runner-status.sh	2	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/runner-status.sh	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/runner-status.sh	12	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/scale-runners.sh	2	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/scale-runners.sh	18	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/scale-runners.sh	19	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/scale-runners.sh	24	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/spec-decode-recipe.json	17	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/spec-decode-recipe.json	25	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/spec-decode-recipe.json	51	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/validate-phase2-path-authority.mjs	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/validate-phase2-path-authority.mjs	10	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/validate-phase2-path-authority.mjs	11	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	scripts/validate-phase2-path-authority.mjs	36	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
dirs::config_dir	scripts/validate-phase2-path-authority.mjs	77	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	scripts/validate-phase2-path-authority.mjs	88	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	scripts/validate-phase2-path-authority.mjs	90	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/validate-phase3-migration.mjs	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	scripts/validate-phase3-migration.mjs	10	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/watch-runners.sh	2	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	scripts/watch-runners.sh	9	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	61	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	86	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	97	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	152	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	171	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	213	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1040	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1159	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/agent.log	src/agent.rs	1716	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	1730	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1731	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1742	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1759	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1760	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1768	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1809	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1813	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	1816	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1822	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1838	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	1872	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1913	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1916	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1919	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	1922	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
AppData	src/agent.rs	2088	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/certs/ca.pem	src/agent.rs	2091	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2313	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2315	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2323	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2387	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2392	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2394	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2395	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2396	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2407	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2416	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2417	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2418	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2420	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2421	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2425	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2430	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2431	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2435	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2450	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2453	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	2454	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2455	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2459	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2461	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
AppData	src/agent.rs	2484	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
~/.config/llama-monitor/agent-token	src/agent.rs	2487	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2560	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	2561	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2563	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2628	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	2631	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2632	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2633	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2636	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2648	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2729	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	2731	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2732	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2802	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	2804	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	2805	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	2930	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
APPDATA	src/agent.rs	3126	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3210	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3249	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3366	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	3417	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
appdata	src/agent.rs	3455	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3678	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3680	macos	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3771	windows	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3775	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3897	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	3995	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4000	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4020	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	4053	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	4054	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
home	src/agent.rs	4055	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4060	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4101	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4160	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4161	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4171	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4213	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4236	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4272	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
path-consumer	src/agent.rs	4304	unix-cross-platform	application	AppPaths/local-llm-foundry	legacy value retained where compatibility requires	2,4,5,6,7,9,11,12
